City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Kamariotissa,GR,2021-10-31 18:13:38,40.4833,25.4667,59.02,66,68,17.38
294,Kungurtug,RU,2021-10-31 18:13:39,50.5994,97.5228,28.99,58,98,3.74
295,Chicama,PE,2021-10-31 18:13:39,-7.8447,-79.1469,63.14,48,28,10.22
296,Rzhaksa,RU,2021-10-31 18:13:40,52.1338,42.0264,44.08,68,7,6.62
297,Broome,US,2021-10-31 18:13:41,42.2506,-75.833,55.89,80,90,11.5
298,Pacific Grove,US,2021-10-31 18:13:42,36.6177,-121.9166,63.57,75,41,1.99
299,Akyab,MM,2021-10-31 18:13:42,20.15,92.9,78.78,79,72,4.97
300,Svetlaya,RU,2021-10-31 18:13:43,46.5389,138.3297,41.09,87,100,7.27
301,Porto Novo,BJ,2021-10-31 18:13:43,6.4965,2.6036,79.5,83,98,7.31
302,Burnie,AU,2021-10-31 18:13:44,-41.0667,145.9167,49.91,65,39,11.27
303,Nyrad,DK,2021-10-31 18:13:45,55.0051,11.9606,54.73,86,100,17.98
304,Petropavlovka,RU,2021-10-31 18:13:45,50.6114,105.3196,31.75,72,65,2.57
305,Melission,GR,2021-10-31 18:13:46,40.7742,22.3442,57.42,76,16,1.25
306,Sydney,AU,2021-10-31 18:11:01,-33.8679,151.2073,56.5,85,0,5.99
307,Behshahr,IR,2021-10-31 18:13:47,36.6923,53.5526,59.56,80,82,3.02
308,Puerto Carreno,CO,2021-10-31 18:13:47,6.189,-67.4859,82.26,73,99,1.77
309,Ofunato,JP,2021-10-31 18:13:48,39.0717,141.7167,53.35,78,3,4.68
310,Sistranda,NO,2021-10-31 18:13:48,63.7256,8.834,49.89,84,70,9.93
311,Talnakh,RU,2021-10-31 18:13:49,69.4865,88.3972,-3.53,99,99,6.76
312,Moron,AR,2021-10-31 18:13:49,-34.6534,-58.6198,69.96,76,100,7.81
313,Guerrero Negro,MX,2021-10-31 18:13:50,27.9769,-114.0611,71.38,60,74,5.79
314,Huanan,CN,2021-10-31 18:13:51,46.2167,130.5167,31.55,54,80,3.47
315,Mangrol,IN,2021-10-31 18:13:51,21.1167,70.1167,78.91,60,23,4.47
316,Mola Di Bari,IT,2021-10-31 18:13:52,41.0609,17.0873,62.22,84,10,9.1
317,Madingou,CG,2021-10-31 18:13:52,-4.1536,13.55,77.38,84,97,3.33
318,Caconda,AO,2021-10-31 18:14:08,-13.7333,15.0667,68.47,69,100,6.02
319,Acobamba,PE,2021-10-31 18:14:09,-11.3525,-75.6594,64.94,58,49,11.97
320,Vavoua,CI,2021-10-31 18:14:09,7.3819,-6.4778,80.13,70,95,1.99
321,Temirtau,KZ,2021-10-31 18:14:10,50.0544,72.9483,34.05,84,100,6.69
322,Santa Clara,CU,2021-10-31 18:14:11,22.4,-79.9667,84.97,51,40,3.44
323,Udachnyy,RU,2021-10-31 18:14:12,66.4167,112.4,8.28,85,55,15.19
324,Asau,RO,2021-10-31 18:14:12,46.4333,26.4,45.39,88,0,0.76
325,Takaka,NZ,2021-10-31 18:14:13,-40.85,172.8,50.38,79,31,4.03
326,Jinchang,CN,2021-10-31 18:14:13,38.4953,102.1739,40.44,44,80,1.21
327,Weihe,CN,2021-10-31 18:14:14,32.9952,105.3247,47.88,93,100,0.89
328,Nabire,ID,2021-10-31 18:14:15,-3.3667,135.4833,74.84,92,100,2.77
329,Shimoda,JP,2021-10-31 18:14:15,34.6667,138.95,59.11,85,89,9.57
330,Novoagansk,RU,2021-10-31 18:14:16,61.9449,76.6625,4.39,95,75,7.67
331,Taywarah,AF,2021-10-31 18:14:17,33.35,64.4167,35.24,57,0,6.6
332,West Plains,US,2021-10-31 18:14:17,36.7281,-91.8524,67.03,49,1,4.0
333,Alpena,US,2021-10-31 18:13:37,45.0617,-83.4327,57.52,65,75,10.0
334,Byron Bay,AU,2021-10-31 18:14:18,-28.65,153.6167,61.88,64,99,7.38
335,Pangnirtung,CA,2021-10-31 18:14:19,66.1451,-65.7125,25.14,96,99,2.91
336,Zhukovka,RU,2021-10-31 18:14:19,53.534,33.728,43.07,86,0,6.89
337,Soyo,AO,2021-10-31 18:14:20,-6.1349,12.3689,78.17,82,89,8.32
338,Shaowu,CN,2021-10-31 18:14:20,27.3409,117.4831,60.66,95,95,0.92
339,Jardim,BR,2021-10-31 18:14:21,-21.4803,-56.1381,88.61,45,61,3.96
340,Sulangan,PH,2021-10-31 18:14:22,11.1373,123.7228,82.33,75,92,14.81
341,Mizdah,LY,2021-10-31 18:14:22,31.4451,12.9801,73.35,30,38,10.36
342,Luxor,EG,2021-10-31 18:14:23,25.6989,32.6421,83.77,27,100,6.69
343,Serebryansk,KZ,2021-10-31 18:14:24,49.6925,83.2892,33.87,98,100,8.84
344,Grand Gaube,MU,2021-10-31 18:14:24,-20.0064,57.6608,73.8,78,75,4.0
345,Prescott,US,2021-10-31 18:14:25,34.54,-112.4685,69.35,32,1,5.01
346,Grahamstown,ZA,2021-10-31 18:14:26,-33.3042,26.5328,62.24,83,78,6.58
347,Kununurra,AU,2021-10-31 18:14:26,-15.7667,128.7333,76.98,88,30,5.75
348,Berlevag,NO,2021-10-31 18:14:27,70.8578,29.0864,33.6,74,100,14.97
349,Mandan,US,2021-10-31 18:14:27,46.8267,-100.8896,42.78,50,1,17.27
350,Yalvac,TR,2021-10-31 18:14:28,38.2956,31.1778,50.86,79,99,1.83
351,Eirunepe,BR,2021-10-31 18:14:29,-6.6603,-69.8736,82.99,62,99,1.59
352,Mali,GN,2021-10-31 18:14:29,12.079,-12.2982,66.58,75,14,2.06
353,Ostrogozhsk,RU,2021-10-31 18:14:30,50.8664,39.0756,44.74,54,0,4.61
354,Bilibino,RU,2021-10-31 18:14:31,68.0546,166.4372,-23.8,100,99,2.33
355,Marzuq,YE,2021-10-31 18:14:31,14.4,46.4667,73.71,45,35,2.37
356,Auki,SB,2021-10-31 18:14:32,-8.7676,160.7034,76.8,89,75,4.23
357,Dillon,US,2021-10-31 18:14:33,34.4166,-79.3712,74.68,42,2,10.13
358,Isangel,VU,2021-10-31 18:14:33,-19.55,169.2667,74.08,86,30,8.01
359,The Valley,AI,2021-10-31 18:14:34,18.217,-63.0578,86.09,65,20,12.66
360,Saint-Georges,GD,2021-10-31 18:13:43,12.0564,-61.7485,85.68,66,20,16.11
361,Warren,US,2021-10-31 18:14:34,39.4334,-84.1666,61.5,68,75,3.0
362,Natal,BR,2021-10-31 18:14:35,-5.795,-35.2094,84.85,65,40,20.71
363,Moose Factory,CA,2021-10-31 18:14:36,51.2585,-80.6094,42.8,87,100,5.75
364,Kasongo,CD,2021-10-31 18:14:36,-4.45,26.6667,74.88,78,100,1.21
365,Ryde,GB,2021-10-31 18:11:59,50.73,-1.1621,55.78,83,4,10.0
366,Lompoc,US,2021-10-31 18:13:50,34.6391,-120.4579,66.0,69,1,5.75
367,Fairbanks,US,2021-10-31 18:14:52,64.8378,-147.7164,44.56,45,75,5.75
368,Ereymentau,KZ,2021-10-31 18:14:53,51.6199,73.1033,27.45,81,57,6.87
369,Longyearbyen,SJ,2021-10-31 18:14:54,78.2186,15.6401,30.04,69,40,8.05
370,Peniche,PT,2021-10-31 18:14:54,39.3558,-9.3811,71.08,96,96,14.54
371,Sinop,TR,2021-10-31 18:14:55,41.7711,34.8709,54.21,60,82,6.96
372,Ola,RU,2021-10-31 18:14:56,59.5833,151.2833,11.17,57,7,12.19
373,Nome,US,2021-10-31 18:14:56,64.5011,-165.4064,17.67,79,1,0.0
374,Cashel,IE,2021-10-31 18:14:57,52.5158,-7.8856,48.97,92,100,25.17
375,Xining,CN,2021-10-31 18:14:58,36.6167,101.7667,37.83,72,86,0.94
376,Qaqortoq,GL,2021-10-31 18:14:59,60.7167,-46.0333,30.7,72,58,4.32
377,Filadelfia,US,2021-10-31 18:12:20,39.9523,-75.1638,64.51,81,75,3.0
378,Kingsport,US,2021-10-31 18:14:52,36.5484,-82.5618,61.63,69,75,3.0
379,Antofagasta,CL,2021-10-31 18:12:12,-23.65,-70.4,65.48,61,0,8.79
380,Illapel,CL,2021-10-31 18:15:00,-31.6308,-71.1653,74.23,48,100,10.65
381,Kaiyuan,CN,2021-10-31 18:15:01,23.6977,103.3037,61.39,96,98,3.09
382,Ploemeur,FR,2021-10-31 18:15:02,47.7333,-3.4333,55.85,75,75,23.02
383,Tateyama,JP,2021-10-31 18:15:03,34.9833,139.8667,61.02,89,90,10.31
384,Yeppoon,AU,2021-10-31 18:15:04,-23.1333,150.7333,69.58,79,88,23.13
385,Krasnovishersk,RU,2021-10-31 18:15:04,60.4078,57.082,37.44,98,100,7.25
386,Mugur-Aksy,RU,2021-10-31 18:15:05,50.35,90.5,22.06,72,100,8.66
387,Korla,CN,2021-10-31 18:15:06,41.7597,86.1469,48.36,45,93,2.73
388,Loa Janan,ID,2021-10-31 18:15:06,-0.583,117.095,73.76,99,77,1.07
389,Okha,RU,2021-10-31 18:15:07,53.5739,142.9478,25.25,68,77,6.91
390,Coruripe,BR,2021-10-31 18:15:07,-10.1256,-36.1756,82.98,61,37,12.53
391,Teahupoo,PF,2021-10-31 18:15:08,-17.8333,-149.2667,75.16,77,97,16.44
392,Denpasar,ID,2021-10-31 18:15:08,-8.65,115.2167,78.46,94,75,4.61
393,Mora,CM,2021-10-31 18:15:09,11.0461,14.1401,85.44,21,98,4.14
394,Sao Filipe,CV,2021-10-31 18:15:10,14.8961,-24.4956,80.71,70,87,11.9
395,Zyryanka,RU,2021-10-31 18:15:10,65.75,150.85,-4.02,99,84,7.76
396,Konevo,RU,2021-10-31 18:15:11,62.1215,39.3192,40.08,95,100,3.67
397,Dawei,MM,2021-10-31 18:15:11,14.0833,98.2,76.5,92,100,2.73
398,Coquimbo,CL,2021-10-31 18:15:12,-29.9533,-71.3436,62.33,72,90,10.36
399,Sisimiut,GL,2021-10-31 18:15:12,66.9395,-53.6735,35.1,89,100,24.85
400,Kemijarvi,FI,2021-10-31 18:15:13,66.7131,27.4306,36.34,98,100,7.16
401,Genhe,CN,2021-10-31 18:15:14,50.7833,121.5167,22.19,52,12,2.66
402,Inta,RU,2021-10-31 18:15:14,66.0317,60.1659,9.39,83,71,11.03
403,Portel,BR,2021-10-31 18:15:15,-1.9356,-50.8211,92.19,46,40,4.81
404,Nyzhni Sirohozy,UA,2021-10-31 18:15:16,46.8484,34.3804,45.82,77,0,8.32
405,Mastung,PK,2021-10-31 18:15:17,29.7994,66.845,55.69,28,0,10.27
406,Kidal,ML,2021-10-31 18:15:18,18.4411,1.4078,91.26,11,73,10.16
407,Boo,SE,2021-10-31 18:15:18,59.3333,18.2833,48.76,92,0,5.75
408,Bowen,AU,2021-10-31 18:15:19,-20.0167,148.2333,78.37,81,34,15.84
409,Vieste,IT,2021-10-31 18:15:20,41.8825,16.175,57.7,64,50,9.6
410,Dudinka,RU,2021-10-31 18:15:20,69.4058,86.1778,-14.57,100,88,5.19
411,Lai,TD,2021-10-31 18:15:21,9.3952,16.2989,84.58,38,62,3.24
412,Severnyy,RU,2021-10-31 18:15:22,50.677,36.5532,44.64,70,0,4.47
413,Dzilam Gonzalez,MX,2021-10-31 18:15:22,21.2833,-88.9333,82.51,44,40,6.58
414,Marsaxlokk,MT,2021-10-31 18:15:38,35.8419,14.5431,69.08,88,100,5.75
415,Camden,US,2021-10-31 18:13:01,39.7835,-74.9663,64.24,81,83,3.0
416,Alugan,PH,2021-10-31 18:15:38,12.2188,125.4808,79.45,82,75,10.16
417,Matehuala,MX,2021-10-31 18:15:39,23.65,-100.65,75.13,31,46,3.13
418,Ustupo,PA,2021-10-31 18:15:40,9.1333,-77.9333,83.77,73,98,3.91
419,Talaya,RU,2021-10-31 18:12:20,61.3833,152.75,-14.84,100,95,2.01
420,Barentu,ER,2021-10-31 18:15:40,15.1139,37.5928,84.0,32,93,9.75
421,Aparecida Do Taboado,BR,2021-10-31 18:15:41,-20.0867,-51.0936,78.17,70,84,7.31
422,Ugoofaaru,MV,2021-10-31 18:15:41,5.6667,73.0,81.91,79,100,13.56
423,Yar-Sale,RU,2021-10-31 18:15:41,66.8333,70.8333,7.7,89,52,6.04
424,Burns Lake,CA,2021-10-31 18:15:42,54.2331,-125.7533,24.22,50,9,2.89
425,Hobyo,SO,2021-10-31 18:15:42,5.3505,48.5268,81.07,73,20,13.76
426,Santa Maria Del Oro,MX,2021-10-31 18:15:42,25.9333,-105.3667,72.91,31,4,4.29
427,Yangambi,CD,2021-10-31 18:15:43,0.8102,24.4336,71.28,98,100,2.39
428,Bunbury,AU,2021-10-31 18:15:43,-33.3333,115.6333,49.82,76,98,13.09
429,Tazovskiy,RU,2021-10-31 18:15:44,67.4667,78.7,5.18,94,100,10.87
430,Veracruz,MX,2021-10-31 18:12:29,19.3333,-96.6667,77.86,64,73,5.12
431,Kloulklubed,PW,2021-10-31 18:15:44,7.0419,134.2556,77.5,70,98,4.68
432,Mandalgovi,MN,2021-10-31 18:15:45,45.7625,106.2708,31.48,58,5,9.24
433,Naryan-Mar,RU,2021-10-31 18:15:45,67.6713,53.087,9.81,89,18,7.85
434,Turukhansk,RU,2021-10-31 18:15:46,65.8167,87.9833,6.51,98,98,3.85
435,Balkanabat,TM,2021-10-31 18:15:47,39.5108,54.3671,60.58,43,89,12.01
436,Gazli,UZ,2021-10-31 18:15:48,40.1333,63.45,51.73,40,1,9.73
437,Caravelas,BR,2021-10-31 18:15:48,-17.7125,-39.2481,80.71,65,67,9.98
438,Tomatlan,MX,2021-10-31 18:15:49,19.9333,-105.25,87.44,56,9,3.78
439,Frontera,MX,2021-10-31 18:15:49,26.9333,-101.45,86.32,47,0,4.0
440,Bayan,CN,2021-10-31 18:15:49,46.0833,127.4,35.26,83,84,2.06
441,Cabadiangan,PH,2021-10-31 18:15:50,9.7531,122.4739,76.35,89,99,5.88
442,Chambas,CU,2021-10-31 18:15:50,22.1928,-78.9136,83.82,61,100,6.46
443,Poum,NC,2021-10-31 18:15:51,-20.2333,164.0167,74.25,69,0,16.33
444,Camacha,PT,2021-10-31 18:15:51,33.0833,-16.3333,71.53,83,20,9.22
445,Arkhara,RU,2021-10-31 18:15:52,49.4212,130.0842,24.64,42,0,4.18
446,Rancho Palos Verdes,US,2021-10-31 18:11:07,33.7445,-118.387,65.66,80,90,5.99
447,Bubaque,GW,2021-10-31 18:15:56,11.2833,-15.8333,82.81,74,82,9.51
448,Oistins,BB,2021-10-31 18:15:57,13.0667,-59.5333,84.29,65,40,13.8
449,Tautira,PF,2021-10-31 18:15:57,-17.7333,-149.15,80.62,77,94,16.28
450,Sinnamary,GF,2021-10-31 18:15:57,5.3833,-52.95,81.75,79,97,7.92
451,Homer,US,2021-10-31 18:15:58,59.6425,-151.5483,48.09,71,40,16.11
452,Kjollefjord,NO,2021-10-31 18:15:58,70.9457,27.3465,35.65,86,0,3.44
453,Krasnoselkup,RU,2021-10-31 18:15:58,65.7,82.4667,6.39,95,100,11.83
454,Nemuro,JP,2021-10-31 18:15:59,43.3236,145.575,49.68,72,51,9.8
455,Ushtobe,KZ,2021-10-31 18:15:59,45.2514,77.9838,46.85,39,100,7.83
456,Bambanglipuro,ID,2021-10-31 18:16:00,-7.95,110.2833,76.87,91,68,1.63
457,Alto Araguaia,BR,2021-10-31 18:16:00,-17.3147,-53.2153,73.2,85,72,1.1
458,Trinidad,BO,2021-10-31 18:12:28,-14.8333,-64.9,105.15,21,73,6.13
459,Presidente Medici,BR,2021-10-31 18:16:16,-11.1753,-61.9014,98.22,30,40,1.66
460,Mackay,AU,2021-10-31 18:16:16,-21.15,149.2,74.68,82,39,17.81
461,Fortuna,US,2021-10-31 18:14:25,40.5982,-124.1573,63.48,72,1,1.01
462,Ikom,NG,2021-10-31 18:16:17,5.9667,8.7063,76.21,92,89,1.95
463,Locri,IT,2021-10-31 18:16:17,38.2414,16.2623,65.82,86,100,0.67
464,Nizwa,OM,2021-10-31 18:16:18,22.9333,57.5333,80.17,23,2,6.13
465,Eskisehir,TR,2021-10-31 18:16:18,39.7767,30.5206,53.51,66,75,5.75
466,Palmer,US,2021-10-31 18:16:19,42.1584,-72.3287,66.49,63,75,1.99
467,Prenzlau,DE,2021-10-31 18:16:19,53.3167,13.8667,56.26,70,80,12.35
468,Tanete,ID,2021-10-31 18:16:19,-3.9443,119.7848,75.9,92,100,1.19
469,Paamiut,GL,2021-10-31 18:16:20,61.994,-49.6678,34.48,88,100,5.99
470,Buchanan,LR,2021-10-31 18:16:20,5.8808,-10.0467,82.36,82,81,9.51
471,Yokaichi,JP,2021-10-31 18:16:21,35.1139,136.2037,59.16,84,15,1.81
472,Kenora,CA,2021-10-31 18:16:21,49.8167,-94.4337,40.17,65,40,12.66
473,Gat,IL,2021-10-31 18:13:21,31.61,34.7642,83.08,38,35,15.01
474,Luanda,AO,2021-10-31 18:14:36,-8.8368,13.2343,77.0,83,75,9.22
475,Dubbo,AU,2021-10-31 18:16:22,-32.25,148.6167,55.53,76,99,13.8
476,Morros,BR,2021-10-31 18:16:23,-9.4467,-46.3003,90.57,36,73,3.51
477,Mamallapuram,IN,2021-10-31 18:16:23,12.6264,80.1722,78.85,90,100,11.54
478,Campeche,MX,2021-10-31 18:12:29,19.0,-90.5,87.19,32,8,2.62
479,Socorro,US,2021-10-31 18:16:24,31.6546,-106.3033,77.45,21,40,0.0
480,Ballina,AU,2021-10-31 18:16:24,-28.8667,153.5667,59.18,94,100,7.09
481,Touros,BR,2021-10-31 18:16:25,-5.1989,-35.4608,85.1,64,33,15.46
482,Sao Joao Batista,BR,2021-10-31 18:16:25,-27.2761,-48.8494,73.83,98,100,3.27
483,Vanimo,PG,2021-10-31 18:16:26,-2.6741,141.3028,77.36,88,100,0.27
484,Thayetmyo,MM,2021-10-31 18:16:27,19.3167,95.1833,74.98,95,12,1.39
485,Punahana,IN,2021-10-31 18:16:27,27.8667,77.2,71.04,42,0,4.63
486,Sexsmith,CA,2021-10-31 18:16:27,55.35,-118.786,31.59,44,4,4.81
487,Nouadhibou,MR,2021-10-31 18:16:28,20.931,-17.0347,68.27,85,8,16.84
488,Manaure,CO,2021-10-31 18:16:29,11.7751,-72.4445,85.84,63,100,10.74
489,Mareeba,AU,2021-10-31 18:16:29,-17.0,145.4333,74.12,94,89,5.91
490,Clyde River,CA,2021-10-31 18:16:29,70.4692,-68.5914,21.43,93,75,8.05
491,Chala,TZ,2021-10-31 18:16:33,-7.5833,31.2667,66.42,62,63,1.7
492,Villa Maria,AR,2021-10-31 18:16:33,-32.4075,-63.2402,77.18,46,88,15.05
493,Khasan,RU,2021-10-31 18:16:36,42.4308,130.6434,48.09,61,98,10.38
494,Morges,CH,2021-10-31 18:16:37,46.5113,6.4985,63.21,89,50,5.53
495,Fare,PF,2021-10-31 18:16:37,-16.7,-151.0167,78.24,73,71,15.66
496,Aklavik,CA,2021-10-31 18:16:38,68.2191,-135.0107,34.52,93,75,2.3
497,Firminy,FR,2021-10-31 18:16:39,45.3873,4.2907,61.3,72,0,16.11
498,Rujewa,TZ,2021-10-31 18:16:39,-8.7,34.3833,69.98,67,86,6.04
499,Darasun,RU,2021-10-31 18:16:40,51.6667,114.0,12.74,61,20,2.13
500,Pastavy,BY,2021-10-31 18:16:40,55.1168,26.8326,44.94,76,3,9.69
501,Bandarbeyla,SO,2021-10-31 18:16:41,9.4942,50.8122,79.54,77,27,13.33
502,Ankang,CN,2021-10-31 18:16:56,32.68,109.0172,60.03,69,100,1.34
503,Cordoba,AR,2021-10-31 18:16:57,-31.4135,-64.1811,65.25,63,75,16.11
504,Villers-Les-Nancy,FR,2021-10-31 18:16:57,48.671,6.1508,63.97,80,90,12.66
505,Tshikapa,CD,2021-10-31 18:16:57,-6.4167,20.8,75.72,75,45,3.04
506,Lesosibirsk,RU,2021-10-31 18:16:58,58.2358,92.4828,32.02,98,100,6.06
507,Lakatoro,VU,2021-10-31 18:16:59,-16.0999,167.4164,77.45,78,25,7.23
508,Tanout,NE,2021-10-31 18:16:59,14.9709,8.8879,88.16,13,31,11.34
509,Horki,BY,2021-10-31 18:17:00,54.2861,30.9842,41.25,76,0,8.88
510,Guarapari,BR,2021-10-31 18:17:00,-20.6667,-40.4975,76.89,90,100,10.85
511,Manchar,IN,2021-10-31 18:17:01,19.0,73.9333,73.15,55,45,4.61
512,Ossora,RU,2021-10-31 18:17:02,59.2353,163.0719,8.58,76,100,10.51
513,Waki,JP,2021-10-31 18:17:02,34.0667,134.15,56.62,90,20,3.13
514,Gillette,US,2021-10-31 18:17:03,44.2911,-105.5022,31.69,69,90,0.0
515,Inhambane,MZ,2021-10-31 18:17:03,-23.865,35.3833,69.78,88,0,0.0
516,Ust-Karsk,RU,2021-10-31 18:17:04,52.7011,118.8077,26.85,52,91,3.69
517,Cherskiy,RU,2021-10-31 18:17:04,68.75,161.3,-0.6,98,100,4.94
518,Bin Qirdan,TN,2021-10-31 18:17:07,33.1378,11.2197,77.34,38,53,0.78
519,Baykit,RU,2021-10-31 18:17:08,61.67,96.37,19.27,97,100,2.39
520,Mungaa,TZ,2021-10-31 18:17:08,-4.9667,34.8833,70.66,57,87,3.8
521,Warmbad,NA,2021-10-31 18:17:09,-28.45,18.7333,71.74,45,5,24.29
522,Nizhniy Kuranakh,RU,2021-10-31 18:17:09,58.8353,125.4869,26.53,87,100,5.35
523,Rampur,IN,2021-10-31 18:17:10,28.8167,79.0333,65.95,62,0,3.83
524,Popondetta,PG,2021-10-31 18:17:10,-8.7537,148.2534,72.45,95,99,3.31
525,Chadan,RU,2021-10-31 18:17:10,51.2833,91.5833,35.08,73,100,6.17
526,Arlit,NE,2021-10-31 18:17:11,18.7369,7.3853,89.01,14,25,13.6
527,Sidhauli,IN,2021-10-31 18:17:11,27.2833,80.8333,67.89,53,0,2.8
528,Ketchikan,US,2021-10-31 18:17:12,55.3422,-131.6461,37.87,87,1,0.0
529,Santa Maria,BR,2021-10-31 18:17:13,-29.6842,-53.8069,82.87,58,32,0.74
530,Deputatskiy,RU,2021-10-31 18:17:13,69.3,139.9,-11.22,85,60,2.75
531,Gusau,NG,2021-10-31 18:17:14,12.1628,6.6614,83.53,18,100,6.85
532,Shubarkuduk,KZ,2021-10-31 18:17:14,49.1447,56.4872,42.24,63,25,8.86
533,Paris,FR,2021-10-31 18:15:06,48.8534,2.3488,54.37,90,0,3.0
534,Beipiao,CN,2021-10-31 18:17:15,41.7919,120.7792,34.3,39,4,5.08
535,Iranshahr,IR,2021-10-31 18:17:15,27.2025,60.6848,80.94,17,0,16.11
536,Hualmay,PE,2021-10-31 18:17:16,-11.0964,-77.6139,70.21,68,13,11.1
537,Tangshan,CN,2021-10-31 18:17:16,39.6333,118.1833,44.38,58,13,5.37
538,Margate,GB,2021-10-31 18:17:17,51.3813,1.3862,54.03,74,34,1.99
539,Marsa Matruh,EG,2021-10-31 18:17:17,31.3525,27.2453,75.72,41,83,10.96
540,Sojat,IN,2021-10-31 18:17:18,25.9167,73.6667,74.46,24,2,7.27
541,Bumba,CD,2021-10-31 18:16:07,2.1833,22.4667,71.31,98,91,2.64
542,Novorzhev,RU,2021-10-31 18:17:18,57.0294,29.3338,47.32,77,9,10.4
543,Gamba,GA,2021-10-31 18:17:19,-2.65,10.0,76.73,86,99,6.04
544,Lang Son,VN,2021-10-31 18:17:19,21.8333,106.7333,63.93,98,100,4.16
545,Usakos,NA,2021-10-31 18:17:20,-22.0,15.6,68.86,26,0,8.66
546,Mehamn,NO,2021-10-31 18:17:20,71.0357,27.8492,35.78,86,0,3.44
547,Sturgeon Falls,CA,2021-10-31 18:17:21,46.3646,-79.9326,52.9,52,77,8.55
548,Sena Madureira,BR,2021-10-31 18:17:21,-9.0656,-68.6569,104.02,24,77,2.75
549,Salinopolis,BR,2021-10-31 18:17:21,-0.6136,-47.3561,83.12,76,76,9.37
550,Gizo,SB,2021-10-31 18:17:37,-8.103,156.8419,81.25,78,99,6.67
551,Diu,IN,2021-10-31 18:17:37,20.7141,70.9822,75.09,38,16,7.27
552,Pouembout,NC,2021-10-31 18:17:38,-21.1333,164.9,67.5,82,21,2.82
553,Chipinge,ZW,2021-10-31 18:17:38,-20.1883,32.6236,68.05,61,3,6.98
554,Egvekinot,RU,2021-10-31 18:17:38,66.3167,-179.1667,-1.14,86,94,10.65
555,Santiago De Cao,PE,2021-10-31 18:17:39,-7.9589,-79.2392,64.53,77,0,9.22
556,Kostino,RU,2021-10-31 18:17:39,58.9097,53.2691,40.1,96,100,6.85
557,Mlonggo,ID,2021-10-31 18:17:39,-6.5333,110.7,76.51,79,97,2.51
558,Coahuayana,MX,2021-10-31 18:17:40,18.7333,-103.6833,88.83,54,23,4.07
559,Port Hawkesbury,CA,2021-10-31 18:17:40,45.6169,-61.3485,55.58,92,90,13.0
560,Verkhoyansk,RU,2021-10-31 18:17:41,67.5447,133.385,-0.42,88,100,2.98
561,Walvis Bay,NA,2021-10-31 18:17:41,-22.9575,14.5053,61.09,77,0,11.5
562,Rapu-Rapu,PH,2021-10-31 18:17:42,13.1866,124.1256,82.4,74,71,14.32
563,Zhicheng,CN,2021-10-31 18:17:42,30.2956,111.5047,62.87,71,100,4.36
